course_id,provider,course_title,total_colleges,credits_range,delivery_method,price,description,college,school,transfer_credits,more_info,,,,
c19,AP (Advanced Placement),AP United States History,1000+,3 to 6,In-person,$99,"How did the United States become THE United States? What happened to the American economy when factories went from being powered by water to powered by coal? Or how have definitions of who is, and who is not, a U.S. citizen changed over time? In AP United States History, you’ll explore and try to answer questions like these, while discussing the ways in which Americans have debated their values, practices, and traditions since even before the country’s founding.","University of California, Santa Barbara",,8 quarter units,Transfers as: History (UC-B/H),,,,
c19,AP (Advanced Placement),AP United States History,1000+,3 to 6,In-person,$99,"How did the United States become THE United States? What happened to the American economy when factories went from being powered by water to powered by coal? Or how have definitions of who is, and who is not, a U.S. citizen changed over time? In AP United States History, you’ll explore and try to answer questions like these, while discussing the ways in which Americans have debated their values, practices, and traditions since even before the country’s founding.","University of California, Santa Cruz",,8 quarter units,Transfers as: History (UC-B/H),,,,
c20,AP (Advanced Placement),AP European History,1000+,3 to 6,In-person,$99,"Have you ever wondered how events during the Renaissance impact your life today? Or how Napoleon changed politics forever? In AP European History, you’ll study the rich history of countries such as France, England, Spain, and many others from c. 1450 to the present. You’ll cover key events and uncover the political, social, economic, cultural, and intellectual developments that shaped Europe and subsequently the world.","University of California, Berkeley",,5.3 semester units,Transfers as: History (UC-B/H),,,,
c20,AP (Advanced Placement),AP European History,1000+,3 to 6,In-person,$99,"Have you ever wondered how events during the Renaissance impact your life today? Or how Napoleon changed politics forever? In AP European History, you’ll study the rich history of countries such as France, England, Spain, and many others from c. 1450 to the present. You’ll cover key events and uncover the political, social, economic, cultural, and intellectual developments that shaped Europe and subsequently the world.","University of California, Merced",,5.3 semester units,Transfers as: History (UC-B/H),,,,
c20,AP (Advanced Placement),AP European History,1000+,3 to 6,In-person,$99,"Have you ever wondered how events during the Renaissance impact your life today? Or how Napoleon changed politics forever? In AP European History, you’ll study the rich history of countries such as France, England, Spain, and many others from c. 1450 to the present. You’ll cover key events and uncover the political, social, economic, cultural, and intellectual developments that shaped Europe and subsequently the world.","University of California, Davis",,8 quarter units,Transfers as: History (UC-B/H),,,,
c20,AP (Advanced Placement),AP European History,1000+,3 to 6,In-person,$99,"Have you ever wondered how events during the Renaissance impact your life today? Or how Napoleon changed politics forever? In AP European History, you’ll study the rich history of countries such as France, England, Spain, and many others from c. 1450 to the present. You’ll cover key events and uncover the political, social, economic, cultural, and intellectual developments that shaped Europe and subsequently the world.","University of California, Irvine",,8 quarter units,Transfers as: History (UC-B/H),,,,
c20,AP (Advanced Placement),AP European History,1000+,3 to 6,In-person,$99,"Have you ever wondered how events during the Renaissance impact your life today? Or how Napoleon changed politics forever? In AP European History, you’ll study the rich history of countries such as France, England, Spain, and many others from c. 1450 to the present. You’ll cover key events and uncover the political, social, economic, cultural, and intellectual developments that shaped Europe and subsequently the world.","University of California, Los Angeles",,8 quarter units,Transfers as: History (UC-B/H),,,,
c20,AP (Advanced Placement),AP European History,1000+,3 to 6,In-person,$99,"Have you ever wondered how events during the Renaissance impact your life today? Or how Napoleon changed politics forever? In AP European History, you’ll study the rich history of countries such as France, England, Spain, and many others from c. 1450 to the present. You’ll cover key events and uncover the political, social, economic, cultural, and intellectual developments that shaped Europe and subsequently the world.","University of California, Riverside",,8 quarter units,Transfers as: History (UC-B/H),,,,
c20,AP (Advanced Placement),AP European History,1000+,3 to 6,In-person,$99,"Have you ever wondered how events during the Renaissance impact your life today? Or how Napoleon changed politics forever? In AP European History, you’ll study the rich history of countries such as France, England, Spain, and many others from c. 1450 to the present. You’ll cover key events and uncover the political, social, economic, cultural, and intellectual developments that shaped Europe and subsequently the world.","University of California, San Diego",,8 quarter units,Transfers as: History (UC-B/H),,,,
c20,AP (Advanced Placement),AP European History,1000+,3 to 6,In-person,$99,"Have you ever wondered how events during the Renaissance impact your life today? Or how Napoleon changed politics forever? In AP European History, you’ll study the rich history of countries such as France, England, Spain, and many others from c. 1450 to the present. You’ll cover key events and uncover the political, social, economic, cultural, and intellectual developments that shaped Europe and subsequently the world.","University of California, Santa Barbara",,8 quarter units,Transfers as: History (UC-B/H),,,,
c20,AP (Advanced Placement),AP European History,1000+,3 to 6,In-person,$99,"Have you ever wondered how events during the Renaissance impact your life today? Or how Napoleon changed politics forever? In AP European History, you’ll study the rich history of countries such as France, England, Spain, and many others from c. 1450 to the present. You’ll cover key events and uncover the political, social, economic, cultural, and intellectual developments that shaped Europe and subsequently the world.","University of California, Santa Cruz",,8 quarter units,Transfers as: History (UC-B/H),,,,
c21,AP (Advanced Placement),AP World History: Modern,1000+,3 to 6,In-person,$99,"In AP World History: Modern, you’ll learn about the rise and fall of empires, the evolution of technology, and the cultural and social changes that have shaped our world. The course isn’t just about memorizing dates and battles—it’s about exploring civilizations and cultures from a global perspective to better understand the complex relationships that exist today.","University of California, Berkeley",,5.3 semester units,Transfers as: History (UC-B/H),,,,
c21,AP (Advanced Placement),AP World History: Modern,1000+,3 to 6,In-person,$99,"In AP World History: Modern, you’ll learn about the rise and fall of empires, the evolution of technology, and the cultural and social changes that have shaped our world. The course isn’t just about memorizing dates and battles—it’s about exploring civilizations and cultures from a global perspective to better understand the complex relationships that exist today.","University of California, Merced",,5.3 semester units,Transfers as: History (UC-B/H),,,,
c21,AP (Advanced Placement),AP World History: Modern,1000+,3 to 6,In-person,$99,"In AP World History: Modern, you’ll learn about the rise and fall of empires, the evolution of technology, and the cultural and social changes that have shaped our world. The course isn’t just about memorizing dates and battles—it’s about exploring civilizations and cultures from a global perspective to better understand the complex relationships that exist today.","University of California, Davis",,8 quarter units,Transfers as: History (UC-B/H),,,,
c21,AP (Advanced Placement),AP World History: Modern,1000+,3 to 6,In-person,$99,"In AP World History: Modern, you’ll learn about the rise and fall of empires, the evolution of technology, and the cultural and social changes that have shaped our world. The course isn’t just about memorizing dates and battles—it’s about exploring civilizations and cultures from a global perspective to better understand the complex relationships that exist today.","University of California, Irvine",,8 quarter units,Transfers as: History (UC-B/H),,,,
c21,AP (Advanced Placement),AP World History: Modern,1000+,3 to 6,In-person,$99,"In AP World History: Modern, you’ll learn about the rise and fall of empires, the evolution of technology, and the cultural and social changes that have shaped our world. The course isn’t just about memorizing dates and battles—it’s about exploring civilizations and cultures from a global perspective to better understand the complex relationships that exist today.","University of California, Los Angeles",,8 quarter units,Transfers as: History (UC-B/H),,,,
c21,AP (Advanced Placement),AP World History: Modern,1000+,3 to 6,In-person,$99,"In AP World History: Modern, you’ll learn about the rise and fall of empires, the evolution of technology, and the cultural and social changes that have shaped our world. The course isn’t just about memorizing dates and battles—it’s about exploring civilizations and cultures from a global perspective to better understand the complex relationships that exist today.","University of California, Riverside",,8 quarter units,Transfers as: History (UC-B/H),,,,
c21,AP (Advanced Placement),AP World History: Modern,1000+,3 to 6,In-person,$99,"In AP World History: Modern, you’ll learn about the rise and fall of empires, the evolution of technology, and the cultural and social changes that have shaped our world. The course isn’t just about memorizing dates and battles—it’s about exploring civilizations and cultures from a global perspective to better understand the complex relationships that exist today.","University of California, San Diego",,8 quarter units,Transfers as: History (UC-B/H),,,,
c21,AP (Advanced Placement),AP World History: Modern,1000+,3 to 6,In-person,$99,"In AP World History: Modern, you’ll learn about the rise and fall of empires, the evolution of technology, and the cultural and social changes that have shaped our world. The course isn’t just about memorizing dates and battles—it’s about exploring civilizations and cultures from a global perspective to better understand the complex relationships that exist today.","University of California, Santa Barbara",,8 quarter units,Transfers as: History (UC-B/H),,,,
c21,AP (Advanced Placement),AP World History: Modern,1000+,3 to 6,In-person,$99,"In AP World History: Modern, you’ll learn about the rise and fall of empires, the evolution of technology, and the cultural and social changes that have shaped our world. The course isn’t just about memorizing dates and battles—it’s about exploring civilizations and cultures from a global perspective to better understand the complex relationships that exist today.","University of California, Santa Cruz",,8 quarter units,Transfers as: History (UC-B/H),,,,
c22,AP (Advanced Placement),AP Human Geography,1000+,3 to 6,In-person,$99,"Immerse yourself in AP Human Geography by investigating population trends, exploring diverse cultural landscapes, and identifying spatial patterns across various scales. From bustling cities to rural areas, you’ll embark on a journey of discovery as you examine the diverse interactions that people have with the environment.","University of California, Berkeley",,2.6 semester units,Transfers as: Human Geography (UC-B),,,,
c22,AP (Advanced Placement),AP Human Geography,1000+,3 to 6,In-person,$99,"Immerse yourself in AP Human Geography by investigating population trends, exploring diverse cultural landscapes, and identifying spatial patterns across various scales. From bustling cities to rural areas, you’ll embark on a journey of discovery as you examine the diverse interactions that people have with the environment.","University of California, Merced",,2.6 semester units,Transfers as: Human Geography (UC-B),,,,
c22,AP (Advanced Placement),AP Human Geography,1000+,3 to 6,In-person,$99,"Immerse yourself in AP Human Geography by investigating population trends, exploring diverse cultural landscapes, and identifying spatial patterns across various scales. From bustling cities to rural areas, you’ll embark on a journey of discovery as you examine the diverse interactions that people have with the environment.","University of California, Davis",,4 quarter units,Transfers as: Human Geography (UC-B),,,,
c22,AP (Advanced Placement),AP Human Geography,1000+,3 to 6,In-person,$99,"Immerse yourself in AP Human Geography by investigating population trends, exploring diverse cultural landscapes, and identifying spatial patterns across various scales. From bustling cities to rural areas, you’ll embark on a journey of discovery as you examine the diverse interactions that people have with the environment.","University of California, Irvine",,4 quarter units,Transfers as: Human Geography (UC-B),,,,
c22,AP (Advanced Placement),AP Human Geography,1000+,3 to 6,In-person,$99,"Immerse yourself in AP Human Geography by investigating population trends, exploring diverse cultural landscapes, and identifying spatial patterns across various scales. From bustling cities to rural areas, you’ll embark on a journey of discovery as you examine the diverse interactions that people have with the environment.","University of California, Los Angeles",,4 quarter units,Transfers as: Human Geography (UC-B),,,,
c22,AP (Advanced Placement),AP Human Geography,1000+,3 to 6,In-person,$99,"Immerse yourself in AP Human Geography by investigating population trends, exploring diverse cultural landscapes, and identifying spatial patterns across various scales. From bustling cities to rural areas, you’ll embark on a journey of discovery as you examine the diverse interactions that people have with the environment.","University of California, Riverside",,4 quarter units,Transfers as: Human Geography (UC-B),,,,
c22,AP (Advanced Placement),AP Human Geography,1000+,3 to 6,In-person,$99,"Immerse yourself in AP Human Geography by investigating population trends, exploring diverse cultural landscapes, and identifying spatial patterns across various scales. From bustling cities to rural areas, you’ll embark on a journey of discovery as you examine the diverse interactions that people have with the environment.","University of California, San Diego",,4 quarter units,Transfers as: Human Geography (UC-B),,,,
c22,AP (Advanced Placement),AP Human Geography,1000+,3 to 6,In-person,$99,"Immerse yourself in AP Human Geography by investigating population trends, exploring diverse cultural landscapes, and identifying spatial patterns across various scales. From bustling cities to rural areas, you’ll embark on a journey of discovery as you examine the diverse interactions that people have with the environment.","University of California, Santa Barbara",,4 quarter units,Transfers as: Human Geography (UC-B),,,,
c22,AP (Advanced Placement),AP Human Geography,1000+,3 to 6,In-person,$99,"Immerse yourself in AP Human Geography by investigating population trends, exploring diverse cultural landscapes, and identifying spatial patterns across various scales. From bustling cities to rural areas, you’ll embark on a journey of discovery as you examine the diverse interactions that people have with the environment.","University of California, Santa Cruz",,4 quarter units,Transfers as: Human Geography (UC-B),,,,
c23,AP (Advanced Placement),AP Chinese Language and Culture,1000+,3 to 6,In-person,$99,"Have you ever wondered about the connection between China’s recent rise as a global economic power, their long history, and distinctive culture? In AP Chinese Language and Culture, you’ll read authentic texts, engage in discussions about culture, economic and social aspects of contemporary China, and find your own answers, all while strengthening your Chinese language skills.","University of California, Berkeley",,5.3 semester units,Transfers as: Language Other than English (UC-H),,,,
c23,AP (Advanced Placement),AP Chinese Language and Culture,1000+,3 to 6,In-person,$99,"Have you ever wondered about the connection between China’s recent rise as a global economic power, their long history, and distinctive culture? In AP Chinese Language and Culture, you’ll read authentic texts, engage in discussions about culture, economic and social aspects of contemporary China, and find your own answers, all while strengthening your Chinese language skills.","University of California, Merced",,5.3 semester units,Transfers as: Language Other than English (UC-H),,,,
c23,AP (Advanced Placement),AP Chinese Language and Culture,1000+,3 to 6,In-person,$99,"Have you ever wondered about the connection between China’s recent rise as a global economic power, their long history, and distinctive culture? In AP Chinese Language and Culture, you’ll read authentic texts, engage in discussions about culture, economic and social aspects of contemporary China, and find your own answers, all while strengthening your Chinese language skills.","University of California, Davis",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
c23,AP (Advanced Placement),AP Chinese Language and Culture,1000+,3 to 6,In-person,$99,"Have you ever wondered about the connection between China’s recent rise as a global economic power, their long history, and distinctive culture? In AP Chinese Language and Culture, you’ll read authentic texts, engage in discussions about culture, economic and social aspects of contemporary China, and find your own answers, all while strengthening your Chinese language skills.","University of California, Irvine",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
c23,AP (Advanced Placement),AP Chinese Language and Culture,1000+,3 to 6,In-person,$99,"Have you ever wondered about the connection between China’s recent rise as a global economic power, their long history, and distinctive culture? In AP Chinese Language and Culture, you’ll read authentic texts, engage in discussions about culture, economic and social aspects of contemporary China, and find your own answers, all while strengthening your Chinese language skills.","University of California, Los Angeles",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
c23,AP (Advanced Placement),AP Chinese Language and Culture,1000+,3 to 6,In-person,$99,"Have you ever wondered about the connection between China’s recent rise as a global economic power, their long history, and distinctive culture? In AP Chinese Language and Culture, you’ll read authentic texts, engage in discussions about culture, economic and social aspects of contemporary China, and find your own answers, all while strengthening your Chinese language skills.","University of California, Riverside",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
c23,AP (Advanced Placement),AP Chinese Language and Culture,1000+,3 to 6,In-person,$99,"Have you ever wondered about the connection between China’s recent rise as a global economic power, their long history, and distinctive culture? In AP Chinese Language and Culture, you’ll read authentic texts, engage in discussions about culture, economic and social aspects of contemporary China, and find your own answers, all while strengthening your Chinese language skills.","University of California, San Diego",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
c23,AP (Advanced Placement),AP Chinese Language and Culture,1000+,3 to 6,In-person,$99,"Have you ever wondered about the connection between China’s recent rise as a global economic power, their long history, and distinctive culture? In AP Chinese Language and Culture, you’ll read authentic texts, engage in discussions about culture, economic and social aspects of contemporary China, and find your own answers, all while strengthening your Chinese language skills.","University of California, Santa Barbara",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
c23,AP (Advanced Placement),AP Chinese Language and Culture,1000+,3 to 6,In-person,$99,"Have you ever wondered about the connection between China’s recent rise as a global economic power, their long history, and distinctive culture? In AP Chinese Language and Culture, you’ll read authentic texts, engage in discussions about culture, economic and social aspects of contemporary China, and find your own answers, all while strengthening your Chinese language skills.","University of California, Santa Cruz",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
c24,AP (Advanced Placement),AP French Language and Culture,1000+,3 to 6,In-person,$99,"Have you ever wondered why French is the only language, along with English, taught in every country in the world? In AP French Language and Culture, you’ll explore the many ways that French speakers and countries are influencing the world in areas such as international relations, aeronautics, medical research, and sustainability. Immerse yourself in global conversations and issues, discover a multitude of cultures, and learn how advanced French language skills can be your gateway to international studies and opportunities.","University of California, Berkeley",,5.3 semester units,Transfers as: Language Other than English (UC-H),,,,
c24,AP (Advanced Placement),AP French Language and Culture,1000+,3 to 6,In-person,$99,"Have you ever wondered why French is the only language, along with English, taught in every country in the world? In AP French Language and Culture, you’ll explore the many ways that French speakers and countries are influencing the world in areas such as international relations, aeronautics, medical research, and sustainability. Immerse yourself in global conversations and issues, discover a multitude of cultures, and learn how advanced French language skills can be your gateway to international studies and opportunities.","University of California, Merced",,5.3 semester units,Transfers as: Language Other than English (UC-H),,,,
c24,AP (Advanced Placement),AP French Language and Culture,1000+,3 to 6,In-person,$99,"Have you ever wondered why French is the only language, along with English, taught in every country in the world? In AP French Language and Culture, you’ll explore the many ways that French speakers and countries are influencing the world in areas such as international relations, aeronautics, medical research, and sustainability. Immerse yourself in global conversations and issues, discover a multitude of cultures, and learn how advanced French language skills can be your gateway to international studies and opportunities.","University of California, Davis",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
c24,AP (Advanced Placement),AP French Language and Culture,1000+,3 to 6,In-person,$99,"Have you ever wondered why French is the only language, along with English, taught in every country in the world? In AP French Language and Culture, you’ll explore the many ways that French speakers and countries are influencing the world in areas such as international relations, aeronautics, medical research, and sustainability. Immerse yourself in global conversations and issues, discover a multitude of cultures, and learn how advanced French language skills can be your gateway to international studies and opportunities.","University of California, Irvine",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
c24,AP (Advanced Placement),AP French Language and Culture,1000+,3 to 6,In-person,$99,"Have you ever wondered why French is the only language, along with English, taught in every country in the world? In AP French Language and Culture, you’ll explore the many ways that French speakers and countries are influencing the world in areas such as international relations, aeronautics, medical research, and sustainability. Immerse yourself in global conversations and issues, discover a multitude of cultures, and learn how advanced French language skills can be your gateway to international studies and opportunities.","University of California, Los Angeles",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
c24,AP (Advanced Placement),AP French Language and Culture,1000+,3 to 6,In-person,$99,"Have you ever wondered why French is the only language, along with English, taught in every country in the world? In AP French Language and Culture, you’ll explore the many ways that French speakers and countries are influencing the world in areas such as international relations, aeronautics, medical research, and sustainability. Immerse yourself in global conversations and issues, discover a multitude of cultures, and learn how advanced French language skills can be your gateway to international studies and opportunities.","University of California, Riverside",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
c24,AP (Advanced Placement),AP French Language and Culture,1000+,3 to 6,In-person,$99,"Have you ever wondered why French is the only language, along with English, taught in every country in the world? In AP French Language and Culture, you’ll explore the many ways that French speakers and countries are influencing the world in areas such as international relations, aeronautics, medical research, and sustainability. Immerse yourself in global conversations and issues, discover a multitude of cultures, and learn how advanced French language skills can be your gateway to international studies and opportunities.","University of California, San Diego",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
c24,AP (Advanced Placement),AP French Language and Culture,1000+,3 to 6,In-person,$99,"Have you ever wondered why French is the only language, along with English, taught in every country in the world? In AP French Language and Culture, you’ll explore the many ways that French speakers and countries are influencing the world in areas such as international relations, aeronautics, medical research, and sustainability. Immerse yourself in global conversations and issues, discover a multitude of cultures, and learn how advanced French language skills can be your gateway to international studies and opportunities.","University of California, Santa Barbara",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
c24,AP (Advanced Placement),AP French Language and Culture,1000+,3 to 6,In-person,$99,"Have you ever wondered why French is the only language, along with English, taught in every country in the world? In AP French Language and Culture, you’ll explore the many ways that French speakers and countries are influencing the world in areas such as international relations, aeronautics, medical research, and sustainability. Immerse yourself in global conversations and issues, discover a multitude of cultures, and learn how advanced French language skills can be your gateway to international studies and opportunities.","University of California, Santa Cruz",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
c25,AP (Advanced Placement),AP German Language and Culture,1000+,3 to 6,In-person,$99,"Do you want to improve your German language skills? In AP German Language and Culture, you’ll practice your communication skills in real-life situations as well as read and analyze German literature. You’ll explore German civilization and technology, current events and politics, music and art, and learn how to express your ideas and opinions in German.","University of California, Berkeley",,5.3 semester units,Transfers as: Language Other than English (UC-H),,,,
c25,AP (Advanced Placement),AP German Language and Culture,1000+,3 to 6,In-person,$99,"Do you want to improve your German language skills? In AP German Language and Culture, you’ll practice your communication skills in real-life situations as well as read and analyze German literature. You’ll explore German civilization and technology, current events and politics, music and art, and learn how to express your ideas and opinions in German.","University of California, Merced",,5.3 semester units,Transfers as: Language Other than English (UC-H),,,,
c25,AP (Advanced Placement),AP German Language and Culture,1000+,3 to 6,In-person,$99,"Do you want to improve your German language skills? In AP German Language and Culture, you’ll practice your communication skills in real-life situations as well as read and analyze German literature. You’ll explore German civilization and technology, current events and politics, music and art, and learn how to express your ideas and opinions in German.","University of California, Davis",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
c25,AP (Advanced Placement),AP German Language and Culture,1000+,3 to 6,In-person,$99,"Do you want to improve your German language skills? In AP German Language and Culture, you’ll practice your communication skills in real-life situations as well as read and analyze German literature. You’ll explore German civilization and technology, current events and politics, music and art, and learn how to express your ideas and opinions in German.","University of California, Irvine",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
c25,AP (Advanced Placement),AP German Language and Culture,1000+,3 to 6,In-person,$99,"Do you want to improve your German language skills? In AP German Language and Culture, you’ll practice your communication skills in real-life situations as well as read and analyze German literature. You’ll explore German civilization and technology, current events and politics, music and art, and learn how to express your ideas and opinions in German.","University of California, Los Angeles",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
c25,AP (Advanced Placement),AP German Language and Culture,1000+,3 to 6,In-person,$99,"Do you want to improve your German language skills? In AP German Language and Culture, you’ll practice your communication skills in real-life situations as well as read and analyze German literature. You’ll explore German civilization and technology, current events and politics, music and art, and learn how to express your ideas and opinions in German.","University of California, Riverside",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
c25,AP (Advanced Placement),AP German Language and Culture,1000+,3 to 6,In-person,$99,"Do you want to improve your German language skills? In AP German Language and Culture, you’ll practice your communication skills in real-life situations as well as read and analyze German literature. You’ll explore German civilization and technology, current events and politics, music and art, and learn how to express your ideas and opinions in German.","University of California, San Diego",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
c25,AP (Advanced Placement),AP German Language and Culture,1000+,3 to 6,In-person,$99,"Do you want to improve your German language skills? In AP German Language and Culture, you’ll practice your communication skills in real-life situations as well as read and analyze German literature. You’ll explore German civilization and technology, current events and politics, music and art, and learn how to express your ideas and opinions in German.","University of California, Santa Barbara",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
c25,AP (Advanced Placement),AP German Language and Culture,1000+,3 to 6,In-person,$99,"Do you want to improve your German language skills? In AP German Language and Culture, you’ll practice your communication skills in real-life situations as well as read and analyze German literature. You’ll explore German civilization and technology, current events and politics, music and art, and learn how to express your ideas and opinions in German.","University of California, Santa Cruz",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
c26,AP (Advanced Placement),AP Italian Language and Culture,1000+,3 to 6,In-person,$99,"Continue enriching your Italian language skills with AP Italian Language and Culture. As one of the top economies in the world in areas such as interior design and fashion, robotics, and culinary arts, you’ll learn about Italian culture and its global influence. You’ll also explore the Italian-speaking world in this immersion course to develop lifelong communication, interpersonal, and intercultural skills that can help you unlock a global career.","University of California, Berkeley",,5.3 semester units,Transfers as: Language Other than English (UC-H),,,,
c26,AP (Advanced Placement),AP Italian Language and Culture,1000+,3 to 6,In-person,$99,"Continue enriching your Italian language skills with AP Italian Language and Culture. As one of the top economies in the world in areas such as interior design and fashion, robotics, and culinary arts, you’ll learn about Italian culture and its global influence. You’ll also explore the Italian-speaking world in this immersion course to develop lifelong communication, interpersonal, and intercultural skills that can help you unlock a global career.","University of California, Merced",,5.3 semester units,Transfers as: Language Other than English (UC-H),,,,
c26,AP (Advanced Placement),AP Italian Language and Culture,1000+,3 to 6,In-person,$99,"Continue enriching your Italian language skills with AP Italian Language and Culture. As one of the top economies in the world in areas such as interior design and fashion, robotics, and culinary arts, you’ll learn about Italian culture and its global influence. You’ll also explore the Italian-speaking world in this immersion course to develop lifelong communication, interpersonal, and intercultural skills that can help you unlock a global career.","University of California, Davis",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
c26,AP (Advanced Placement),AP Italian Language and Culture,1000+,3 to 6,In-person,$99,"Continue enriching your Italian language skills with AP Italian Language and Culture. As one of the top economies in the world in areas such as interior design and fashion, robotics, and culinary arts, you’ll learn about Italian culture and its global influence. You’ll also explore the Italian-speaking world in this immersion course to develop lifelong communication, interpersonal, and intercultural skills that can help you unlock a global career.","University of California, Irvine",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
c26,AP (Advanced Placement),AP Italian Language and Culture,1000+,3 to 6,In-person,$99,"Continue enriching your Italian language skills with AP Italian Language and Culture. As one of the top economies in the world in areas such as interior design and fashion, robotics, and culinary arts, you’ll learn about Italian culture and its global influence. You’ll also explore the Italian-speaking world in this immersion course to develop lifelong communication, interpersonal, and intercultural skills that can help you unlock a global career.","University of California, Los Angeles",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
c26,AP (Advanced Placement),AP Italian Language and Culture,1000+,3 to 6,In-person,$99,"Continue enriching your Italian language skills with AP Italian Language and Culture. As one of the top economies in the world in areas such as interior design and fashion, robotics, and culinary arts, you’ll learn about Italian culture and its global influence. You’ll also explore the Italian-speaking world in this immersion course to develop lifelong communication, interpersonal, and intercultural skills that can help you unlock a global career.","University of California, Riverside",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
c26,AP (Advanced Placement),AP Italian Language and Culture,1000+,3 to 6,In-person,$99,"Continue enriching your Italian language skills with AP Italian Language and Culture. As one of the top economies in the world in areas such as interior design and fashion, robotics, and culinary arts, you’ll learn about Italian culture and its global influence. You’ll also explore the Italian-speaking world in this immersion course to develop lifelong communication, interpersonal, and intercultural skills that can help you unlock a global career.","University of California, San Diego",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
c26,AP (Advanced Placement),AP Italian Language and Culture,1000+,3 to 6,In-person,$99,"Continue enriching your Italian language skills with AP Italian Language and Culture. As one of the top economies in the world in areas such as interior design and fashion, robotics, and culinary arts, you’ll learn about Italian culture and its global influence. You’ll also explore the Italian-speaking world in this immersion course to develop lifelong communication, interpersonal, and intercultural skills that can help you unlock a global career.","University of California, Santa Barbara",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
c26,AP (Advanced Placement),AP Italian Language and Culture,1000+,3 to 6,In-person,$99,"Continue enriching your Italian language skills with AP Italian Language and Culture. As one of the top economies in the world in areas such as interior design and fashion, robotics, and culinary arts, you’ll learn about Italian culture and its global influence. You’ll also explore the Italian-speaking world in this immersion course to develop lifelong communication, interpersonal, and intercultural skills that can help you unlock a global career.","University of California, Santa Cruz",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
c27,AP (Advanced Placement),AP Latin,1000+,3 to 6,In-person,$99,"Explore ancient Roman history and culture as you learn to read and analyze Latin literature. In AP Latin, you’ll gain a deeper understanding of this long-lived language from which all the modern Romance languages (such as French, Spanish, and Italian) arose, while translating passages from the writings of Vergil and Caesar and examining them through class discussions, debates, and presentations.","University of California, Berkeley",,5.3 semester units,Transfers as: Language Other than English (UC-H),,,,
c27,AP (Advanced Placement),AP Latin,1000+,3 to 6,In-person,$99,"Explore ancient Roman history and culture as you learn to read and analyze Latin literature. In AP Latin, you’ll gain a deeper understanding of this long-lived language from which all the modern Romance languages (such as French, Spanish, and Italian) arose, while translating passages from the writings of Vergil and Caesar and examining them through class discussions, debates, and presentations.","University of California, Merced",,5.3 semester units,Transfers as: Language Other than English (UC-H),,,,
c27,AP (Advanced Placement),AP Latin,1000+,3 to 6,In-person,$99,"Explore ancient Roman history and culture as you learn to read and analyze Latin literature. In AP Latin, you’ll gain a deeper understanding of this long-lived language from which all the modern Romance languages (such as French, Spanish, and Italian) arose, while translating passages from the writings of Vergil and Caesar and examining them through class discussions, debates, and presentations.","University of California, Davis",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
c27,AP (Advanced Placement),AP Latin,1000+,3 to 6,In-person,$99,"Explore ancient Roman history and culture as you learn to read and analyze Latin literature. In AP Latin, you’ll gain a deeper understanding of this long-lived language from which all the modern Romance languages (such as French, Spanish, and Italian) arose, while translating passages from the writings of Vergil and Caesar and examining them through class discussions, debates, and presentations.","University of California, Irvine",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
c27,AP (Advanced Placement),AP Latin,1000+,3 to 6,In-person,$99,"Explore ancient Roman history and culture as you learn to read and analyze Latin literature. In AP Latin, you’ll gain a deeper understanding of this long-lived language from which all the modern Romance languages (such as French, Spanish, and Italian) arose, while translating passages from the writings of Vergil and Caesar and examining them through class discussions, debates, and presentations.","University of California, Los Angeles",,8 quarter units,Transfers as: Language Other than English (UC-H),,,,
